index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_0,5,D,TTPl_0,C,0
1,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_1,5,D,GPl_5,C,0
2,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_2,5,D,RPl_8,C,0
3,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_3,5,D,TTPl_6,C,0
4,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_4,5,D,TTPl_12,C,0
5,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_5,5,D,GPl_7,C,0
6,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_6,5,D,GPl_3,C,0
7,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_7,5,D,TTPl_17,C,0
8,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_8,5,D,RPl_3,C,0
9,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_9,5,D,TTPl_4,C,0
10,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_10,5,D,GPl_2,C,0
11,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_11,5,D,GPl_18,C,0
12,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_12,5,D,GPl_17,C,0
13,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_13,5,D,RPl_9,C,0
14,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_14,1,D,RPl_4,D,1
15,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_15,5,D,TTPl_1,C,0
16,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_16,5,D,RPl_5,C,0
17,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_17,5,D,TTPl_15,C,0
18,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_18,5,D,GPl_16,C,0
19,ipd,ipd,Scenario1,0,0,2021-09-28T01:25,BPl_19,5,D,GPl_15,C,0
20,ipd,ipd,Scenario1,0,1,2021-09-28T01:25,BPl_0,5,D,TTPl_18,C,0
21,ipd,ipd,Scenario1,0,1,2021-09-28T01:25,BPl_1,5,D,TTPl_15,C,0
22,ipd,ipd,Scenario1,0,1,2021-09-28T01:25,BPl_2,5,D,TTPl_19,C,0
23,ipd,ipd,Scenario1,0,1,2021-09-28T01:25,BPl_3,5,D,GPl_2,C,0
24,ipd,ipd,Scenario1,0,1,2021-09-28T01:25,BPl_4,1,D,RPl_19,D,1
25,ipd,ipd,Scenario1,0,1,2021-09-28T01:25,BPl_5,1,D,BPl_19,D,1
