index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_0,5,D,TTPl_14,C,0
1,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_1,1,D,RPl_13,D,1
2,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_2,5,D,TTPl_9,C,0
3,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_3,5,D,TTPl_1,C,0
4,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_4,1,D,BPl_7,D,1
5,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_5,1,D,RPl_1,D,1
6,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_6,5,D,GPl_17,C,0
7,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_7,1,D,BPl_4,D,1
8,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_8,5,D,TTPl_0,C,0
9,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_9,5,D,GPl_6,C,0
10,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_10,5,D,TTPl_6,C,0
11,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_11,5,D,GPl_7,C,0
12,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_12,1,D,BPl_13,D,1
13,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_13,1,D,BPl_12,D,1
14,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_14,5,D,RPl_10,C,0
15,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_15,5,D,GPl_19,C,0
16,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_16,1,D,BPl_18,D,1
17,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_17,1,D,RPl_2,D,1
18,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_18,1,D,BPl_16,D,1
19,ipd,ipd,Scenario1,0,0,2021-09-28T00:39,BPl_19,5,D,TTPl_7,C,0
20,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_0,5,D,GPl_10,C,0
21,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_1,5,D,TTPl_16,C,0
22,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_2,1,D,BPl_18,D,1
23,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_3,5,D,TTPl_3,C,0
24,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_4,5,D,GPl_5,C,0
25,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_5,1,D,RPl_7,D,1
26,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_6,5,D,TTPl_18,C,0
27,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_7,5,D,TTPl_0,C,0
28,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_8,5,D,TTPl_8,C,0
29,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_9,1,D,BPl_13,D,1
30,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_10,1,D,RPl_11,D,1
31,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_11,1,D,RPl_15,D,1
32,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_12,1,D,RPl_10,D,1
33,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_13,1,D,BPl_9,D,1
34,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_14,1,D,BPl_17,D,1
35,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_15,5,D,GPl_13,C,0
36,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_16,5,D,GPl_2,C,0
37,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_17,1,D,BPl_14,D,1
38,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_18,1,D,BPl_2,D,1
39,ipd,ipd,Scenario1,0,1,2021-09-28T00:39,BPl_19,5,D,GPl_1,C,0
40,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_0,1,D,BPl_11,D,1
41,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_1,1,D,RPl_10,D,1
42,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_2,5,D,TTPl_15,C,0
43,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_3,5,D,TTPl_6,C,0
44,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_4,5,D,TTPl_2,C,0
45,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_5,1,D,TTPl_7,D,1
46,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_6,5,D,TTPl_17,C,0
47,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_7,1,D,TTPl_18,D,1
48,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_8,1,D,RPl_3,D,1
49,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_9,5,D,RPl_17,C,0
50,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_10,5,D,GPl_13,C,0
51,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_11,1,D,BPl_0,D,1
52,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_12,5,D,GPl_17,C,0
53,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_13,5,D,TTPl_4,C,0
54,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_14,5,D,GPl_3,C,0
55,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_15,5,D,GPl_4,C,0
56,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_16,5,D,GPl_14,C,0
57,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_17,5,D,GPl_1,C,0
58,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_18,5,D,RPl_13,C,0
59,ipd,ipd,Scenario1,0,2,2021-09-28T00:39,BPl_19,5,D,RPl_8,C,0
60,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_0,1,D,BPl_16,D,1
61,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_1,5,D,TTPl_9,C,0
62,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_2,5,D,GPl_0,C,0
63,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_3,5,D,GPl_15,C,0
64,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_4,1,D,TTPl_4,D,1
65,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_5,5,D,GPl_9,C,0
66,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_6,5,D,RPl_2,C,0
67,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_7,1,D,BPl_12,D,1
68,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_8,1,D,RPl_11,D,1
69,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_9,5,D,RPl_16,C,0
70,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_10,5,D,RPl_9,C,0
71,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_11,1,D,RPl_7,D,1
72,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_12,1,D,BPl_7,D,1
73,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_13,1,D,BPl_17,D,1
74,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_14,5,D,GPl_16,C,0
75,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_15,5,D,RPl_14,C,0
76,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_16,1,D,BPl_0,D,1
77,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_17,1,D,BPl_13,D,1
78,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_18,5,D,GPl_19,C,0
79,ipd,ipd,Scenario1,0,3,2021-09-28T00:39,BPl_19,5,D,GPl_14,C,0
80,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_0,1,D,TTPl_19,D,1
81,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_1,5,D,TTPl_12,C,0
82,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_2,5,D,TTPl_18,C,0
83,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_3,5,D,GPl_12,C,0
84,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_4,5,D,GPl_15,C,0
85,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_5,1,D,RPl_14,D,1
86,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_6,5,D,GPl_3,C,0
87,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_7,5,D,GPl_14,C,0
88,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_8,1,D,RPl_17,D,1
89,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_9,1,D,BPl_11,D,1
90,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_10,5,D,RPl_4,C,0
91,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_11,1,D,BPl_9,D,1
92,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_12,1,D,TTPl_5,D,1
93,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_13,5,D,GPl_5,C,0
94,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_14,1,D,BPl_17,D,1
95,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_15,5,D,GPl_7,C,0
96,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_16,5,D,GPl_17,C,0
97,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_17,1,D,BPl_14,D,1
98,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_18,5,D,RPl_15,C,0
99,ipd,ipd,Scenario1,0,4,2021-09-28T00:39,BPl_19,5,D,RPl_9,C,0
100,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_0,1,D,RPl_8,D,1
101,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_1,5,D,GPl_3,C,0
102,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_2,5,D,GPl_12,C,0
103,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_3,1,D,RPl_3,D,1
104,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_4,1,D,TTPl_5,D,1
105,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_5,5,D,RPl_12,C,0
106,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_6,1,D,RPl_9,D,1
107,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_7,5,D,GPl_15,C,0
108,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_8,5,D,GPl_9,C,0
109,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_9,5,D,TTPl_16,C,0
110,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_10,5,D,RPl_19,C,0
111,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_11,5,D,GPl_2,C,0
112,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_12,1,D,TTPl_6,D,1
113,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_13,1,D,BPl_19,D,1
114,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_14,1,D,TTPl_19,D,1
115,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_15,5,D,RPl_0,C,0
116,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_16,5,D,GPl_14,C,0
117,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_17,1,D,TTPl_9,D,1
118,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_18,5,D,RPl_7,C,0
119,ipd,ipd,Scenario1,0,5,2021-09-28T00:39,BPl_19,1,D,BPl_13,D,1
120,ipd,ipd,Scenario1,0,6,2021-09-28T00:39,BPl_0,1,D,BPl_18,D,1
121,ipd,ipd,Scenario1,0,6,2021-09-28T00:39,BPl_1,5,D,TTPl_17,C,0
122,ipd,ipd,Scenario1,0,6,2021-09-28T00:39,BPl_2,5,D,GPl_14,C,0
123,ipd,ipd,Scenario1,0,6,2021-09-28T00:39,BPl_3,5,D,RPl_8,C,0
