index_no,model,simulation,scenario,run,step,time,agent_name,my_payoff,my_play,other_name,other_play,other_payoff
0,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_0,5,D,RPl_13,C,0
1,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_1,5,D,TTPl_5,C,0
2,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_2,5,D,TTPl_3,C,0
3,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_3,5,D,TTPl_7,C,0
4,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_4,1,D,RPl_2,D,1
5,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_5,5,D,GPl_18,C,0
6,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_6,1,D,BPl_12,D,1
7,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_7,5,D,RPl_3,C,0
8,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_8,1,D,RPl_7,D,1
9,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_9,1,D,RPl_14,D,1
10,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_10,5,D,GPl_1,C,0
11,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_11,5,D,GPl_0,C,0
12,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_12,1,D,BPl_6,D,1
13,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_13,5,D,TTPl_8,C,0
14,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_14,5,D,GPl_16,C,0
15,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_15,5,D,TTPl_17,C,0
16,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_16,5,D,GPl_6,C,0
17,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_17,5,D,TTPl_0,C,0
18,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_18,1,D,RPl_5,D,1
19,ipd,ipd,Scenario1,0,0,2021-09-23T20:16,BPl_19,5,D,TTPl_1,C,0
20,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_0,5,D,TTPl_15,C,0
21,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_1,5,D,TTPl_12,C,0
22,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_2,1,D,BPl_14,D,1
23,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_3,1,D,RPl_15,D,1
24,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_4,5,D,RPl_19,C,0
25,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_5,1,D,BPl_6,D,1
26,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_6,1,D,BPl_5,D,1
27,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_7,5,D,TTPl_2,C,0
28,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_8,1,D,RPl_11,D,1
29,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_9,5,D,RPl_10,C,0
30,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_10,5,D,GPl_9,C,0
31,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_11,5,D,RPl_7,C,0
32,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_12,5,D,GPl_0,C,0
33,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_13,5,D,GPl_2,C,0
34,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_14,1,D,BPl_2,D,1
35,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_15,5,D,GPl_5,C,0
36,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_16,5,D,GPl_4,C,0
37,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_17,5,D,GPl_3,C,0
38,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_18,5,D,TTPl_7,C,0
39,ipd,ipd,Scenario1,0,1,2021-09-23T20:16,BPl_19,5,D,TTPl_5,C,0
40,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_0,1,D,BPl_18,D,1
41,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_1,5,D,TTPl_13,C,0
42,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_2,1,D,BPl_12,D,1
43,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_3,5,D,GPl_12,C,0
44,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_4,1,D,BPl_10,D,1
45,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_5,5,D,RPl_5,C,0
46,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_6,5,D,GPl_3,C,0
47,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_7,5,D,TTPl_14,C,0
48,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_8,1,D,RPl_1,D,1
49,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_9,1,D,TTPl_11,D,1
50,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_10,1,D,BPl_4,D,1
51,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_11,5,D,GPl_10,C,0
52,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_12,1,D,BPl_2,D,1
53,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_13,5,D,TTPl_6,C,0
54,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_14,1,D,TTPl_15,D,1
55,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_15,5,D,GPl_13,C,0
56,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_16,5,D,TTPl_4,C,0
57,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_17,1,D,RPl_17,D,1
58,ipd,ipd,Scenario1,0,2,2021-09-23T20:16,BPl_18,1,D,BPl_0,D,1
